,Ex-Showroom/ On-Road,Price,company,model,variant
294,Pune,Rs.15.31 Lakh*,MARUTI,XL6,XL6 Alpha Plus Dual Tone
295,Hyderabad,Rs.16.14 Lakh*,MARUTI,XL6,XL6 Alpha Plus Dual Tone
296,Chennai,Rs.16.09 Lakh*,MARUTI,XL6,XL6 Alpha Plus Dual Tone
297,Ahmedabad,Rs.14.51 Lakh*,MARUTI,XL6,XL6 Alpha Plus Dual Tone
298,Lucknow,Rs.15.17 Lakh*,MARUTI,XL6,XL6 Alpha Plus Dual Tone
299,Jaipur,Rs.15.36 Lakh*,MARUTI,XL6,XL6 Alpha Plus Dual Tone
300,Patna,Rs.15.30 Lakh*,MARUTI,XL6,XL6 Alpha Plus Dual Tone
301,Chandigarh,Rs.14.71 Lakh*,MARUTI,XL6,XL6 Alpha Plus Dual Tone
302,Ex-Showroom Price,"Rs.6,99,900",TATA,PUNCH,Punch Pure Plus
303,Bangalore,Rs.8.36 Lakh*,TATA,PUNCH,Punch Pure Plus
304,Mumbai,Rs.8.15 Lakh*,TATA,PUNCH,Punch Pure Plus
305,Pune,Rs.8.15 Lakh*,TATA,PUNCH,Punch Pure Plus
306,Hyderabad,Rs.8.36 Lakh*,TATA,PUNCH,Punch Pure Plus
307,Chennai,Rs.8.29 Lakh*,TATA,PUNCH,Punch Pure Plus
308,Ahmedabad,Rs.7.80 Lakh*,TATA,PUNCH,Punch Pure Plus
309,Lucknow,Rs.7.94 Lakh*,TATA,PUNCH,Punch Pure Plus
310,Jaipur,Rs.8.11 Lakh*,TATA,PUNCH,Punch Pure Plus
311,Patna,Rs.8.08 Lakh*,TATA,PUNCH,Punch Pure Plus
312,Chandigarh,Rs.8.08 Lakh*,TATA,PUNCH,Punch Pure Plus
313,Ex-Showroom Price,"Rs.17,94,799",mahindra,xuv700,XUV700 AX5 7 Str Diesel
314,Bangalore,Rs.22.16 Lakh*,mahindra,xuv700,XUV700 AX5 7 Str Diesel
315,Mumbai,Rs.21.62 Lakh*,mahindra,xuv700,XUV700 AX5 7 Str Diesel
316,Pune,Rs.21.69 Lakh*,mahindra,xuv700,XUV700 AX5 7 Str Diesel
317,Hyderabad,Rs.22.16 Lakh*,mahindra,xuv700,XUV700 AX5 7 Str Diesel
318,Chennai,Rs.22.34 Lakh*,mahindra,xuv700,XUV700 AX5 7 Str Diesel
319,Ahmedabad,Rs.20.43 Lakh*,mahindra,xuv700,XUV700 AX5 7 Str Diesel
320,Lucknow,Rs.20.89 Lakh*,mahindra,xuv700,XUV700 AX5 7 Str Diesel
321,Jaipur,Rs.21.67 Lakh*,mahindra,xuv700,XUV700 AX5 7 Str Diesel
322,Patna,Rs.21.43 Lakh*,mahindra,xuv700,XUV700 AX5 7 Str Diesel
323,Chandigarh,Rs.21.25 Lakh*,mahindra,xuv700,XUV700 AX5 7 Str Diesel
324,Ex-Showroom Price,"Rs.18,84,400",mahindra,xuv700,XUV700 AX7 7Str Diesel
325,Bangalore,Rs.23.25 Lakh*,mahindra,xuv700,XUV700 AX7 7Str Diesel
326,Mumbai,Rs.22.69 Lakh*,mahindra,xuv700,XUV700 AX7 7Str Diesel
327,Pune,Rs.22.75 Lakh*,mahindra,xuv700,XUV700 AX7 7Str Diesel
328,Hyderabad,Rs.23.25 Lakh*,mahindra,xuv700,XUV700 AX7 7Str Diesel
329,Chennai,Rs.23.44 Lakh*,mahindra,xuv700,XUV700 AX7 7Str Diesel
330,Ahmedabad,Rs.21.43 Lakh*,mahindra,xuv700,XUV700 AX7 7Str Diesel
331,Lucknow,Rs.21.92 Lakh*,mahindra,xuv700,XUV700 AX7 7Str Diesel
332,Jaipur,Rs.22.76 Lakh*,mahindra,xuv700,XUV700 AX7 7Str Diesel
333,Patna,Rs.22.48 Lakh*,mahindra,xuv700,XUV700 AX7 7Str Diesel
334,Chandigarh,Rs.22.29 Lakh*,mahindra,xuv700,XUV700 AX7 7Str Diesel
335,Ex-Showroom Price,"Rs.13,44,700",MARUTI,GRAND VITARA,Grand Vitara Delta AT
336,Bangalore,Rs.16.49 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Delta AT
337,Mumbai,Rs.15.75 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Delta AT
338,Pune,Rs.15.70 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Delta AT
339,Hyderabad,Rs.16.55 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Delta AT
340,Chennai,Rs.16.42 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Delta AT
341,Ahmedabad,Rs.14.87 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Delta AT
342,Lucknow,Rs.15.53 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Delta AT
343,Jaipur,Rs.15.73 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Delta AT
344,Patna,Rs.15.67 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Delta AT
345,Chandigarh,Rs.15.07 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Delta AT
346,Ex-Showroom Price,"Rs.14,94,500",HYUNDAI,CRETA,Creta SX
347,Bangalore,Rs.18.31 Lakh*,HYUNDAI,CRETA,Creta SX
348,Mumbai,Rs.17.57 Lakh*,HYUNDAI,CRETA,Creta SX
349,Pune,Rs.17.57 Lakh*,HYUNDAI,CRETA,Creta SX
350,Hyderabad,Rs.18.31 Lakh*,HYUNDAI,CRETA,Creta SX
351,Chennai,Rs.18.46 Lakh*,HYUNDAI,CRETA,Creta SX
352,Ahmedabad,Rs.16.67 Lakh*,HYUNDAI,CRETA,Creta SX
353,Lucknow,Rs.17.25 Lakh*,HYUNDAI,CRETA,Creta SX
354,Jaipur,Rs.17.46 Lakh*,HYUNDAI,CRETA,Creta SX
355,Patna,Rs.17.40 Lakh*,HYUNDAI,CRETA,Creta SX
356,Chandigarh,Rs.16.57 Lakh*,HYUNDAI,CRETA,Creta SX
357,Ex-Showroom Price,"Rs.7,70,299",KIA,SONET,Sonet HTE (O)
358,Bangalore,Rs.9.19 Lakh*,KIA,SONET,Sonet HTE (O)
359,Mumbai,Rs.9.03 Lakh*,KIA,SONET,Sonet HTE (O)
360,Pune,Rs.8.99 Lakh*,KIA,SONET,Sonet HTE (O)
361,Hyderabad,Rs.9.17 Lakh*,KIA,SONET,Sonet HTE (O)
362,Chennai,Rs.9.12 Lakh*,KIA,SONET,Sonet HTE (O)
363,Ahmedabad,Rs.8.67 Lakh*,KIA,SONET,Sonet HTE (O)
364,Lucknow,Rs.8.72 Lakh*,KIA,SONET,Sonet HTE (O)
365,Jaipur,Rs.8.83 Lakh*,KIA,SONET,Sonet HTE (O)
366,Patna,Rs.8.94 Lakh*,KIA,SONET,Sonet HTE (O)
367,Chandigarh,Rs.8.88 Lakh*,KIA,SONET,Sonet HTE (O)
368,Ex-Showroom Price,"Rs.11,30,900",maruti,brezza,Brezza Zxi CNG
369,Bangalore,Rs.13.89 Lakh*,maruti,brezza,Brezza Zxi CNG
370,Mumbai,Rs.12.98 Lakh*,maruti,brezza,Brezza Zxi CNG
371,Pune,Rs.13.08 Lakh*,maruti,brezza,Brezza Zxi CNG
372,Hyderabad,Rs.13.90 Lakh*,maruti,brezza,Brezza Zxi CNG
373,Chennai,Rs.14 Lakh*,maruti,brezza,Brezza Zxi CNG
374,Ahmedabad,Rs.12.59 Lakh*,maruti,brezza,Brezza Zxi CNG
375,Lucknow,Rs.13.09 Lakh*,maruti,brezza,Brezza Zxi CNG
376,Jaipur,Rs.13.14 Lakh*,maruti,brezza,Brezza Zxi CNG
377,Patna,Rs.13.20 Lakh*,maruti,brezza,Brezza Zxi CNG
378,Chandigarh,Rs.12.71 Lakh*,maruti,brezza,Brezza Zxi CNG
379,Ex-Showroom Price,"Rs.13,26,490",TATA,NEXON,Nexon Fearless Plus PS Dark CNG
380,Bangalore,Rs.16.65 Lakh*,TATA,NEXON,Nexon Fearless Plus PS Dark CNG
381,Mumbai,Rs.15.07 Lakh*,TATA,NEXON,Nexon Fearless Plus PS Dark CNG
382,Pune,Rs.15.43 Lakh*,TATA,NEXON,Nexon Fearless Plus PS Dark CNG
383,Hyderabad,Rs.16.40 Lakh*,TATA,NEXON,Nexon Fearless Plus PS Dark CNG
384,Chennai,Rs.16.40 Lakh*,TATA,NEXON,Nexon Fearless Plus PS Dark CNG
385,Ahmedabad,Rs.14.81 Lakh*,TATA,NEXON,Nexon Fearless Plus PS Dark CNG
386,Lucknow,Rs.15.33 Lakh*,TATA,NEXON,Nexon Fearless Plus PS Dark CNG
387,Jaipur,Rs.15.37 Lakh*,TATA,NEXON,Nexon Fearless Plus PS Dark CNG
388,Patna,Rs.15.46 Lakh*,TATA,NEXON,Nexon Fearless Plus PS Dark CNG
389,Chandigarh,Rs.15.33 Lakh*,TATA,NEXON,Nexon Fearless Plus PS Dark CNG
390,Ex-Showroom Price,"Rs.18,39,000",KIA,SELTOS,Seltos GTX iVT
391,Bangalore,Rs.22.77 Lakh*,KIA,SELTOS,Seltos GTX iVT
392,Mumbai,Rs.21.52 Lakh*,KIA,SELTOS,Seltos GTX iVT
393,Pune,Rs.21.59 Lakh*,KIA,SELTOS,Seltos GTX iVT
394,Hyderabad,Rs.22.50 Lakh*,KIA,SELTOS,Seltos GTX iVT
395,Chennai,Rs.22.69 Lakh*,KIA,SELTOS,Seltos GTX iVT
396,Ahmedabad,Rs.20.48 Lakh*,KIA,SELTOS,Seltos GTX iVT
397,Lucknow,Rs.21.20 Lakh*,KIA,SELTOS,Seltos GTX iVT
398,Jaipur,Rs.21.45 Lakh*,KIA,SELTOS,Seltos GTX iVT
399,Patna,Rs.21.75 Lakh*,KIA,SELTOS,Seltos GTX iVT
400,Chandigarh,Rs.21.57 Lakh*,KIA,SELTOS,Seltos GTX iVT
401,Ex-Showroom Price,"Rs.8,71,904",HYUNDAI,EXTER,Exter SX Dual Knight CNG
402,Bangalore,Rs.10.39 Lakh*,HYUNDAI,EXTER,Exter SX Dual Knight CNG
403,Mumbai,Rs.9.95 Lakh*,HYUNDAI,EXTER,Exter SX Dual Knight CNG
404,Pune,Rs.9.78 Lakh*,HYUNDAI,EXTER,Exter SX Dual Knight CNG
405,Hyderabad,Rs.10.49 Lakh*,HYUNDAI,EXTER,Exter SX Dual Knight CNG
406,Chennai,Rs.10.30 Lakh*,HYUNDAI,EXTER,Exter SX Dual Knight CNG
407,Ahmedabad,Rs.9.69 Lakh*,HYUNDAI,EXTER,Exter SX Dual Knight CNG
408,Lucknow,Rs.9.86 Lakh*,HYUNDAI,EXTER,Exter SX Dual Knight CNG
409,Jaipur,Rs.10.23 Lakh*,HYUNDAI,EXTER,Exter SX Dual Knight CNG
410,Patna,Rs.10.12 Lakh*,HYUNDAI,EXTER,Exter SX Dual Knight CNG
411,Chandigarh,Rs.9.83 Lakh*,HYUNDAI,EXTER,Exter SX Dual Knight CNG
412,Ex-Showroom Price,"Rs.12,43,190",TATA,NEXON,Nexon Creative Plus S Dark Diesel AMT
413,Bangalore,Rs.15.59 Lakh*,TATA,NEXON,Nexon Creative Plus S Dark Diesel AMT
414,Mumbai,Rs.14.88 Lakh*,TATA,NEXON,Nexon Creative Plus S Dark Diesel AMT
415,Pune,Rs.15.10 Lakh*,TATA,NEXON,Nexon Creative Plus S Dark Diesel AMT
416,Hyderabad,Rs.15.36 Lakh*,TATA,NEXON,Nexon Creative Plus S Dark Diesel AMT
417,Chennai,Rs.15.38 Lakh*,TATA,NEXON,Nexon Creative Plus S Dark Diesel AMT
418,Ahmedabad,Rs.13.89 Lakh*,TATA,NEXON,Nexon Creative Plus S Dark Diesel AMT
419,Lucknow,Rs.14.37 Lakh*,TATA,NEXON,Nexon Creative Plus S Dark Diesel AMT
420,Jaipur,Rs.14.83 Lakh*,TATA,NEXON,Nexon Creative Plus S Dark Diesel AMT
421,Patna,Rs.14.50 Lakh*,TATA,NEXON,Nexon Creative Plus S Dark Diesel AMT
422,Chandigarh,Rs.14.37 Lakh*,TATA,NEXON,Nexon Creative Plus S Dark Diesel AMT
423,Ex-Showroom Price,"Rs.10,76,500",MARUTI,GRAND VITARA,Grand Vitara Sigma
424,Bangalore,Rs.13.23 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Sigma
425,Mumbai,Rs.12.64 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Sigma
426,Pune,Rs.12.60 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Sigma
427,Hyderabad,Rs.13.26 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Sigma
428,Chennai,Rs.13.18 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Sigma
429,Ahmedabad,Rs.11.94 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Sigma
430,Lucknow,Rs.12.46 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Sigma
431,Jaipur,Rs.12.62 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Sigma
432,Patna,Rs.12.57 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Sigma
433,Chandigarh,Rs.12.10 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Sigma
434,Ex-Showroom Price,"Rs.14,99,000",KIA,SELTOS,Seltos HTE Opt Diesel AT
435,Bangalore,Rs.18.59 Lakh*,KIA,SELTOS,Seltos HTE Opt Diesel AT
436,Mumbai,Rs.17.88 Lakh*,KIA,SELTOS,Seltos HTE Opt Diesel AT
437,Pune,Rs.17.92 Lakh*,KIA,SELTOS,Seltos HTE Opt Diesel AT
438,Hyderabad,Rs.18.37 Lakh*,KIA,SELTOS,Seltos HTE Opt Diesel AT
439,Chennai,Rs.18.52 Lakh*,KIA,SELTOS,Seltos HTE Opt Diesel AT
440,Ahmedabad,Rs.16.72 Lakh*,KIA,SELTOS,Seltos HTE Opt Diesel AT
441,Lucknow,Rs.17.30 Lakh*,KIA,SELTOS,Seltos HTE Opt Diesel AT
442,Jaipur,Rs.17.85 Lakh*,KIA,SELTOS,Seltos HTE Opt Diesel AT
443,Patna,Rs.17.45 Lakh*,KIA,SELTOS,Seltos HTE Opt Diesel AT
444,Chandigarh,Rs.17.30 Lakh*,KIA,SELTOS,Seltos HTE Opt Diesel AT
445,Ex-Showroom Price,"Rs.15,20,344",MARUTI,GRAND VITARA,Grand Vitara Zeta AT DT
446,Bangalore,Rs.18.63 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Zeta AT DT
447,Mumbai,Rs.17.79 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Zeta AT DT
448,Pune,Rs.17.73 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Zeta AT DT
449,Hyderabad,Rs.18.73 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Zeta AT DT
450,Chennai,Rs.18.55 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Zeta AT DT
451,Ahmedabad,Rs.16.78 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Zeta AT DT
452,Lucknow,Rs.17.55 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Zeta AT DT
453,Jaipur,Rs.17.76 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Zeta AT DT
454,Patna,Rs.18 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Zeta AT DT
455,Chandigarh,Rs.17.01 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Zeta AT DT
456,Ex-Showroom Price,"Rs.9,99,000",mahindra,xuv300,XUV300 W6 AMT Diesel BSIV
457,Ex-Showroom Price,"Rs.11,49,500",mahindra,xuv_3xo,XUV 3XO AX5 AT
458,Bangalore,Rs.14.43 Lakh*,mahindra,xuv_3xo,XUV 3XO AX5 AT
459,Mumbai,Rs.13.60 Lakh*,mahindra,xuv_3xo,XUV 3XO AX5 AT
460,Pune,Rs.13.54 Lakh*,mahindra,xuv_3xo,XUV 3XO AX5 AT
461,Hyderabad,Rs.14.11 Lakh*,mahindra,xuv_3xo,XUV 3XO AX5 AT
462,Chennai,Rs.14.23 Lakh*,mahindra,xuv_3xo,XUV 3XO AX5 AT
463,Ahmedabad,Rs.12.85 Lakh*,mahindra,xuv_3xo,XUV 3XO AX5 AT
464,Lucknow,Rs.13.30 Lakh*,mahindra,xuv_3xo,XUV 3XO AX5 AT
465,Jaipur,Rs.13.41 Lakh*,mahindra,xuv_3xo,XUV 3XO AX5 AT
466,Patna,Rs.13.41 Lakh*,mahindra,xuv_3xo,XUV 3XO AX5 AT
467,Chandigarh,Rs.13.30 Lakh*,mahindra,xuv_3xo,XUV 3XO AX5 AT
468,Ex-Showroom Price,"Rs.19,79,000",KIA,SELTOS,Seltos GTX Diesel AT
469,Bangalore,Rs.24.49 Lakh*,KIA,SELTOS,Seltos GTX Diesel AT
470,Mumbai,Rs.23.55 Lakh*,KIA,SELTOS,Seltos GTX Diesel AT
471,Pune,Rs.23.61 Lakh*,KIA,SELTOS,Seltos GTX Diesel AT
472,Hyderabad,Rs.24.21 Lakh*,KIA,SELTOS,Seltos GTX Diesel AT
473,Chennai,Rs.24.41 Lakh*,KIA,SELTOS,Seltos GTX Diesel AT
474,Ahmedabad,Rs.22.03 Lakh*,KIA,SELTOS,Seltos GTX Diesel AT
475,Lucknow,Rs.22.80 Lakh*,KIA,SELTOS,Seltos GTX Diesel AT
476,Jaipur,Rs.23.52 Lakh*,KIA,SELTOS,Seltos GTX Diesel AT
477,Patna,Rs.23.40 Lakh*,KIA,SELTOS,Seltos GTX Diesel AT
478,Chandigarh,Rs.23.20 Lakh*,KIA,SELTOS,Seltos GTX Diesel AT
479,Ex-Showroom Price,"Rs.17,19,000",KIA,SELTOS,Seltos HTX Diesel
480,Bangalore,Rs.21.29 Lakh*,KIA,SELTOS,Seltos HTX Diesel
481,Mumbai,Rs.20.48 Lakh*,KIA,SELTOS,Seltos HTX Diesel
482,Pune,Rs.20.53 Lakh*,KIA,SELTOS,Seltos HTX Diesel
483,Hyderabad,Rs.21.04 Lakh*,KIA,SELTOS,Seltos HTX Diesel
484,Chennai,Rs.21.22 Lakh*,KIA,SELTOS,Seltos HTX Diesel
485,Ahmedabad,Rs.18.67 Lakh*,KIA,SELTOS,Seltos HTX Diesel
486,Lucknow,Rs.19.82 Lakh*,KIA,SELTOS,Seltos HTX Diesel
487,Jaipur,Rs.20.45 Lakh*,KIA,SELTOS,Seltos HTX Diesel
488,Patna,Rs.20.34 Lakh*,KIA,SELTOS,Seltos HTX Diesel
489,Chandigarh,Rs.20.17 Lakh*,KIA,SELTOS,Seltos HTX Diesel
490,Ex-Showroom Price,"Rs.12,61,100",HYUNDAI,VENUE,Venue HX 7 Diesel
491,Bangalore,Rs.15.47 Lakh*,HYUNDAI,VENUE,Venue HX 7 Diesel
492,Mumbai,Rs.15.09 Lakh*,HYUNDAI,VENUE,Venue HX 7 Diesel
493,Pune,Rs.15.09 Lakh*,HYUNDAI,VENUE,Venue HX 7 Diesel
494,Hyderabad,Rs.15.47 Lakh*,HYUNDAI,VENUE,Venue HX 7 Diesel
495,Chennai,Rs.15.60 Lakh*,HYUNDAI,VENUE,Venue HX 7 Diesel
496,Ahmedabad,Rs.14.09 Lakh*,HYUNDAI,VENUE,Venue HX 7 Diesel
497,Lucknow,Rs.14.58 Lakh*,HYUNDAI,VENUE,Venue HX 7 Diesel
498,Jaipur,Rs.15.04 Lakh*,HYUNDAI,VENUE,Venue HX 7 Diesel
499,Patna,Rs.14.70 Lakh*,HYUNDAI,VENUE,Venue HX 7 Diesel
500,Chandigarh,Rs.14.58 Lakh*,HYUNDAI,VENUE,Venue HX 7 Diesel
501,Ex-Showroom Price,"Rs.14,74,200",HYUNDAI,VENUE,Venue HX 10 Turbo DCT Dual Tone
502,Bangalore,Rs.17.99 Lakh*,HYUNDAI,VENUE,Venue HX 10 Turbo DCT Dual Tone
503,Mumbai,Rs.17.25 Lakh*,HYUNDAI,VENUE,Venue HX 10 Turbo DCT Dual Tone
504,Pune,Rs.17.25 Lakh*,HYUNDAI,VENUE,Venue HX 10 Turbo DCT Dual Tone
505,Hyderabad,Rs.18.27 Lakh*,HYUNDAI,VENUE,Venue HX 10 Turbo DCT Dual Tone
506,Chennai,Rs.18.14 Lakh*,HYUNDAI,VENUE,Venue HX 10 Turbo DCT Dual Tone
507,Ahmedabad,Rs.16.37 Lakh*,HYUNDAI,VENUE,Venue HX 10 Turbo DCT Dual Tone
508,Lucknow,Rs.16.94 Lakh*,HYUNDAI,VENUE,Venue HX 10 Turbo DCT Dual Tone
509,Jaipur,Rs.16.99 Lakh*,HYUNDAI,VENUE,Venue HX 10 Turbo DCT Dual Tone
510,Patna,Rs.17.09 Lakh*,HYUNDAI,VENUE,Venue HX 10 Turbo DCT Dual Tone
511,Chandigarh,Rs.16.94 Lakh*,HYUNDAI,VENUE,Venue HX 10 Turbo DCT Dual Tone
512,Ex-Showroom Price,"Rs.8,54,688",MARUTI,FRONX,FRONX Delta Plus Opt AMT
513,Bangalore,Rs.10.19 Lakh*,MARUTI,FRONX,FRONX Delta Plus Opt AMT
514,Mumbai,Rs.9.93 Lakh*,MARUTI,FRONX,FRONX Delta Plus Opt AMT
515,Pune,Rs.9.93 Lakh*,MARUTI,FRONX,FRONX Delta Plus Opt AMT
516,Hyderabad,Rs.10.19 Lakh*,MARUTI,FRONX,FRONX Delta Plus Opt AMT
517,Chennai,Rs.10.10 Lakh*,MARUTI,FRONX,FRONX Delta Plus Opt AMT
518,Ahmedabad,Rs.9.50 Lakh*,MARUTI,FRONX,FRONX Delta Plus Opt AMT
519,Lucknow,Rs.9.66 Lakh*,MARUTI,FRONX,FRONX Delta Plus Opt AMT
520,Jaipur,Rs.9.87 Lakh*,MARUTI,FRONX,FRONX Delta Plus Opt AMT
521,Patna,Rs.9.92 Lakh*,MARUTI,FRONX,FRONX Delta Plus Opt AMT
522,Chandigarh,Rs.9.83 Lakh*,MARUTI,FRONX,FRONX Delta Plus Opt AMT
523,Ex-Showroom Price,"Rs.7,83,084",HYUNDAI,EXTER,Exter SX Tech
524,Bangalore,Rs.10.20 Lakh*,HYUNDAI,EXTER,Exter SX Tech
525,Mumbai,Rs.9.18 Lakh*,HYUNDAI,EXTER,Exter SX Tech
526,Pune,Rs.9.95 Lakh*,HYUNDAI,EXTER,Exter SX Tech
527,Hyderabad,Rs.9.43 Lakh*,HYUNDAI,EXTER,Exter SX Tech
528,Chennai,Rs.10.12 Lakh*,HYUNDAI,EXTER,Exter SX Tech
529,Ahmedabad,Rs.9.52 Lakh*,HYUNDAI,EXTER,Exter SX Tech
530,Lucknow,Rs.9.68 Lakh*,HYUNDAI,EXTER,Exter SX Tech
531,Jaipur,Rs.9.21 Lakh*,HYUNDAI,EXTER,Exter SX Tech
532,Patna,Rs.9.94 Lakh*,HYUNDAI,EXTER,Exter SX Tech
533,Chandigarh,Rs.8.83 Lakh*,HYUNDAI,EXTER,Exter SX Tech
534,Ex-Showroom Price,"Rs.19,49,000",KIA,SELTOS,Seltos GTX A iVT
535,Bangalore,Rs.24.12 Lakh*,KIA,SELTOS,Seltos GTX A iVT
536,Mumbai,Rs.22.80 Lakh*,KIA,SELTOS,Seltos GTX A iVT
537,Pune,Rs.22.87 Lakh*,KIA,SELTOS,Seltos GTX A iVT
538,Hyderabad,Rs.23.84 Lakh*,KIA,SELTOS,Seltos GTX A iVT
539,Chennai,Rs.24.04 Lakh*,KIA,SELTOS,Seltos GTX A iVT
540,Ahmedabad,Rs.21.70 Lakh*,KIA,SELTOS,Seltos GTX A iVT
541,Lucknow,Rs.22.46 Lakh*,KIA,SELTOS,Seltos GTX A iVT
542,Jaipur,Rs.22.73 Lakh*,KIA,SELTOS,Seltos GTX A iVT
543,Patna,Rs.23.04 Lakh*,KIA,SELTOS,Seltos GTX A iVT
544,Chandigarh,Rs.22.85 Lakh*,KIA,SELTOS,Seltos GTX A iVT
545,Ex-Showroom Price,"Rs.10,54,900",TATA,PUNCH,Punch Accomplished Plus S CNG AMT
546,Bangalore,Rs.12.96 Lakh*,TATA,PUNCH,Punch Accomplished Plus S CNG AMT
547,Mumbai,Rs.12.01 Lakh*,TATA,PUNCH,Punch Accomplished Plus S CNG AMT
548,Pune,Rs.12.01 Lakh*,TATA,PUNCH,Punch Accomplished Plus S CNG AMT
549,Hyderabad,Rs.12.96 Lakh*,TATA,PUNCH,Punch Accomplished Plus S CNG AMT
550,Chennai,Rs.13.07 Lakh*,TATA,PUNCH,Punch Accomplished Plus S CNG AMT
551,Ahmedabad,Rs.11.80 Lakh*,TATA,PUNCH,Punch Accomplished Plus S CNG AMT
552,Lucknow,Rs.12.21 Lakh*,TATA,PUNCH,Punch Accomplished Plus S CNG AMT
553,Jaipur,Rs.12.25 Lakh*,TATA,PUNCH,Punch Accomplished Plus S CNG AMT
554,Patna,Rs.12.32 Lakh*,TATA,PUNCH,Punch Accomplished Plus S CNG AMT
555,Chandigarh,Rs.12.21 Lakh*,TATA,PUNCH,Punch Accomplished Plus S CNG AMT
556,Ex-Showroom Price,"Rs.10,49,000",mahindra,xuv_3xo,XUV 3XO MX3 Pro Diesel
557,Bangalore,Rs.13.19 Lakh*,mahindra,xuv_3xo,XUV 3XO MX3 Pro Diesel
558,Mumbai,Rs.12.58 Lakh*,mahindra,xuv_3xo,XUV 3XO MX3 Pro Diesel
559,Pune,Rs.12.58 Lakh*,mahindra,xuv_3xo,XUV 3XO MX3 Pro Diesel
560,Hyderabad,Rs.12.89 Lakh*,mahindra,xuv_3xo,XUV 3XO MX3 Pro Diesel
561,Chennai,Rs.13 Lakh*,mahindra,xuv_3xo,XUV 3XO MX3 Pro Diesel
562,Ahmedabad,Rs.11.74 Lakh*,mahindra,xuv_3xo,XUV 3XO MX3 Pro Diesel
563,Lucknow,Rs.12.15 Lakh*,mahindra,xuv_3xo,XUV 3XO MX3 Pro Diesel
564,Jaipur,Rs.12.54 Lakh*,mahindra,xuv_3xo,XUV 3XO MX3 Pro Diesel
565,Patna,Rs.12.25 Lakh*,mahindra,xuv_3xo,XUV 3XO MX3 Pro Diesel
566,Chandigarh,Rs.12.15 Lakh*,mahindra,xuv_3xo,XUV 3XO MX3 Pro Diesel
567,Ex-Showroom Price,"Rs.13,89,000",KIA,SELTOS,Seltos HTK TGDi iMT
568,Bangalore,Rs.17.24 Lakh*,KIA,SELTOS,Seltos HTK TGDi iMT
569,Mumbai,Rs.16.29 Lakh*,KIA,SELTOS,Seltos HTK TGDi iMT
570,Pune,Rs.16.33 Lakh*,KIA,SELTOS,Seltos HTK TGDi iMT
571,Hyderabad,Rs.17.03 Lakh*,KIA,SELTOS,Seltos HTK TGDi iMT
572,Chennai,Rs.17.17 Lakh*,KIA,SELTOS,Seltos HTK TGDi iMT
573,Ahmedabad,Rs.15.50 Lakh*,KIA,SELTOS,Seltos HTK TGDi iMT
574,Lucknow,Rs.16.04 Lakh*,KIA,SELTOS,Seltos HTK TGDi iMT
575,Jaipur,Rs.16.24 Lakh*,KIA,SELTOS,Seltos HTK TGDi iMT
576,Patna,Rs.16.18 Lakh*,KIA,SELTOS,Seltos HTK TGDi iMT
577,Chandigarh,Rs.16.04 Lakh*,KIA,SELTOS,Seltos HTK TGDi iMT
578,Ex-Showroom Price,"Rs.12,89,000",KIA,SELTOS,Seltos HTE Opt TGDi iMT
579,Bangalore,Rs.16.01 Lakh*,KIA,SELTOS,Seltos HTE Opt TGDi iMT
580,Mumbai,Rs.15.13 Lakh*,KIA,SELTOS,Seltos HTE Opt TGDi iMT
581,Pune,Rs.15.17 Lakh*,KIA,SELTOS,Seltos HTE Opt TGDi iMT
582,Hyderabad,Rs.15.81 Lakh*,KIA,SELTOS,Seltos HTE Opt TGDi iMT
583,Chennai,Rs.15.94 Lakh*,KIA,SELTOS,Seltos HTE Opt TGDi iMT
